Iter=0, alpha=0.100, error=38.111
Iter=10, alpha=0.100, error=37.384
Iter=20, alpha=0.100, error=22.165
Iter=30, alpha=0.100, error=19.587
Iter=40, alpha=0.100, error=18.926
Iter=50, alpha=0.100, error=18.643
Iter=60, alpha=0.100, error=18.489
Iter=70, alpha=0.100, error=18.392
Iter=80, alpha=0.100, error=18.327
Iter=90, alpha=0.100, error=18.279
Iter=100, alpha=0.100, error=18.243
Iter=110, alpha=0.100, error=18.215
Iter=120, alpha=0.100, error=18.193
Iter=130, alpha=0.100, error=18.174
Iter=140, alpha=0.100, error=18.159
Iter=150, alpha=0.100, error=18.146
Iter=160, alpha=0.100, error=18.135
Iter=170, alpha=0.100, error=18.125
Iter=180, alpha=0.100, error=18.116
Iter=190, alpha=0.100, error=18.109
Iter=200, alpha=0.100, error=18.102
Iter=210, alpha=0.100, error=18.096
Iter=220, alpha=0.100, error=18.091
Iter=230, alpha=0.100, error=18.086
Iter=240, alpha=0.100, error=18.081
Iter=250, alpha=0.100, error=18.077
Iter=260, alpha=0.100, error=18.074
Iter=270, alpha=0.100, error=18.070
Iter=280, alpha=0.100, error=18.067
Iter=290, alpha=0.100, error=18.064
Iter=300, alpha=0.100, error=18.062
Iter=310, alpha=0.100, error=18.059
Iter=320, alpha=0.100, error=18.057
Iter=330, alpha=0.100, error=18.055
Iter=340, alpha=0.100, error=18.053
Iter=350, alpha=0.100, error=18.051
Iter=360, alpha=0.100, error=18.049
Iter=370, alpha=0.100, error=18.047
Iter=380, alpha=0.100, error=18.045
Iter=390, alpha=0.100, error=18.044
Iter=400, alpha=0.100, error=18.042
Iter=410, alpha=0.100, error=18.041
Iter=420, alpha=0.100, error=18.040
Iter=430, alpha=0.100, error=18.039
Iter=440, alpha=0.100, error=18.037
Iter=450, alpha=0.100, error=18.036
Iter=460, alpha=0.100, error=18.035
Iter=470, alpha=0.100, error=18.034
Iter=480, alpha=0.100, error=18.033
Iter=490, alpha=0.100, error=18.032

ID     Instance        Prediction Result  
1 [ 4.4  3.   1.3  0.2] [1, 0] True
2 [ 5.1  3.4  1.5  0.2] [1, 0] True
3 [ 5.   3.5  1.3  0.3] [1, 0] True
4 [ 4.5  2.3  1.3  0.3] [1, 0] True
5 [ 4.4  3.2  1.3  0.2] [1, 0] True
6 [ 5.   3.5  1.6  0.6] [1, 0] True
7 [ 5.1  3.8  1.9  0.4] [1, 0] True
8 [ 4.8  3.   1.4  0.3] [1, 0] True
9 [ 5.1  3.8  1.6  0.2] [1, 0] True
10 [ 4.6  3.2  1.4  0.2] [1, 0] True
11 [ 5.3  3.7  1.5  0.2] [1, 0] True
12 [ 5.   3.3  1.4  0.2] [1, 0] True
13 [ 7.   3.2  4.7  1.4] [0, 1] True
14 [ 6.4  3.2  4.5  1.5] [0, 1] True
15 [ 6.9  3.1  4.9  1.5] [0, 1] True
16 [ 5.5  2.3  4.   1.3] [0, 1] True
17 [ 6.5  2.8  4.6  1.5] [0, 1] True
18 [ 5.7  2.8  4.5  1.3] [0, 1] True
19 [ 6.3  3.3  4.7  1.6] [0, 1] True
20 [ 4.9  2.4  3.3  1. ] [0, 1] True
21 [ 6.6  2.9  4.6  1.3] [0, 1] True
22 [ 5.2  2.7  3.9  1.4] [0, 1] True
23 [ 5.   2.   3.5  1. ] [0, 1] True
24 [ 5.9  3.   4.2  1.5] [0, 1] True
25 [ 6.   2.2  4.   1. ] [0, 1] True
26 [ 6.1  2.9  4.7  1.4] [0, 1] True
27 [ 5.6  2.9  3.6  1.3] [0, 1] True
28 [ 6.7  3.1  4.4  1.4] [0, 1] True
29 [ 5.6  3.   4.5  1.5] [0, 1] True
30 [ 5.8  2.7  4.1  1. ] [0, 1] True
31 [ 6.2  2.2  4.5  1.5] [0, 1] True
32 [ 5.6  2.5  3.9  1.1] [0, 1] True
33 [ 5.9  3.2  4.8  1.8] [0, 1] True
34 [ 6.1  2.8  4.   1.3] [0, 1] True
35 [ 6.3  2.5  4.9  1.5] [0, 1] True
